"kategori1";"word";"Frekvens";"Sqrt_tf_idf"
"1200 - Idrett";"verdifull";1;0.006488462
"9100 - Internasjonale aktiviteter";"verdifull";1;0.02227284
"10100 - Tros- og livssynsorganisasjoner";"verdifulle";1;0.0139862
"3400 - Andre helsetjenester";"verdifulle";2;0.02933359
"6100 - Lokalsamfunnsutvikling";"verdifulle";1;0.01322798
"1200 - Idrett";"verdifullt";1;0.005619173
"1300 - Rekreasjon og sosiale foreninger";"verdifullt";1;0.006684652
"4200 - Krisehjelp og støttearbeid";"verdifullt";1;0.03254717
"9100 - Internasjonale aktiviteter";"verdifullt";1;0.01928885
"7100 - Interesseorganisasjoner";"verdigere";1;0.01039687
"1200 - Idrett";"verdigrunnlag";1;0.005309124
"13100 - Barne- og ungdomsorganisasjoner";"verdigrunnlag";4;0.023605
"3100 - Sykehus og rehabilitering";"verdigrunnlag";1;0.06680011
"3200 - Sykehjem";"verdigrunnlag";1;0.1428246
"9100 - Internasjonale aktiviteter";"verdigrunnlag";1;0.01822455
"10100 - Tros- og livssynsorganisasjoner";"verdigrunnlaget";2;0.01977948
"1200 - Idrett";"verdigrunnlaget";1;0.00599528
"3200 - Sykehjem";"verdigrunnlaget";1;0.1612834
"1100 - Kultur og kunst";"verdiløfte";1;0.008218098
"13100 - Barne- og ungdomsorganisasjoner";"verdinøytralt";1;0.01612679
"10100 - Tros- og livssynsorganisasjoner";"verdiorganisasjon";1;0.01692338
"10100 - Tros- og livssynsorganisasjoner";"verdipapirer";2;0.02393327
"14100 - Mangfold og inkludering";"verdipluralistisk";1;0.03849308
"13100 - Barne- og ungdomsorganisasjoner";"verdiramme";1;0.01612679
"1300 - Rekreasjon og sosiale foreninger";"verdisetting";1;0.008629849
"1100 - Kultur og kunst";"verdiskapende";1;0.007350491
"6100 - Lokalsamfunnsutvikling";"verdiskapende";1;0.01431614
"1200 - Idrett";"verdiskaper";8;0.01835214
"1300 - Rekreasjon og sosiale foreninger";"verdiskaper";8;0.02183198
"1100 - Kultur og kunst";"verdiskaping";2;0.01039516
"9100 - Internasjonale aktiviteter";"verdiskaping";1;0.02227284
"6100 - Lokalsamfunnsutvikling";"verdiskapinga";1;0.01600593
"5100 - Natur- og miljøvern";"verdiskapning";1;0.03169481
"7100 - Interesseorganisasjoner";"verdiskapning";1;0.009299239
"1100 - Kultur og kunst";"verdiskapningen";1;0.008218098
"1100 - Kultur og kunst";"verdival";1;0.008218098
"7100 - Interesseorganisasjoner";"verdsarv";3;0.0180079
"7100 - Interesseorganisasjoner";"verdsarven";1;0.01039687
"7100 - Interesseorganisasjoner";"verdsarvforum";1;0.01039687
"6100 - Lokalsamfunnsutvikling";"verdsarvområde";1;0.01600593
"7100 - Interesseorganisasjoner";"verdsarvstadane sine";1;0.01039687
"1300 - Rekreasjon og sosiale foreninger";"verdsdelar";1;0.006684652
"13100 - Barne- og ungdomsorganisasjoner";"verdsdelar";2;0.01766601
"4100 - Sosiale tjenester";"verdsdelar";1;0.01416819
"9100 - Internasjonale aktiviteter";"verdsdelar";3;0.03340927
"1100 - Kultur og kunst";"verdsett";2;0.01162215
"7100 - Interesseorganisasjoner";"verdsetting";1;0.01039687
"1300 - Rekreasjon og sosiale foreninger";"verdsforståing";1;0.008629849
"1100 - Kultur og kunst";"verdskrig";1;0.006791787
"1300 - Rekreasjon og sosiale foreninger";"verdskrig";2;0.01008628
"7100 - Interesseorganisasjoner";"verdskrig";1;0.008592413
"10100 - Tros- og livssynsorganisasjoner";"verdsomspennande";2;0.01663332
"1300 - Rekreasjon og sosiale foreninger";"verdsomspennande";35;0.0354825
"14100 - Mangfold og inkludering";"verdsomspennande";1;0.0267522
"4100 - Sosiale tjenester";"verdsomspennande";2;0.01797756
"7100 - Interesseorganisasjoner";"verdsomspennande";4;0.01445138
"9100 - Internasjonale aktiviteter";"verdsomspennande";2;0.024475
"8200 - Frivillighetssentraler";"verdt";1;0.05163285
"1200 - Idrett";"vereide";1;0.007254321
"7100 - Interesseorganisasjoner";"verestaden";2;0.01470339
"6100 - Lokalsamfunnsutvikling";"vêret sitt";1;0.01600593
"14100 - Mangfold og inkludering";"vergeordning";1;0.03849308
"1300 - Rekreasjon og sosiale foreninger";"veritas";1;0.008629849
"10100 - Tros- og livssynsorganisasjoner";"veritatis";1;0.01692338
"1100 - Kultur og kunst";"verk";14;0.02137038
"1200 - Idrett";"verk";2;0.007129986
"1300 - Rekreasjon og sosiale foreninger";"verk";2;0.008481939
"13100 - Barne- og ungdomsorganisasjoner";"verk";1;0.01120791
"4100 - Sosiale tjenester";"verk";2;0.01797756
"6100 - Lokalsamfunnsutvikling";"verk";2;0.0157316
"1100 - Kultur og kunst";"verk sin";2;0.01162215
"1100 - Kultur og kunst";"verka";2;0.01039516
"1300 - Rekreasjon og sosiale foreninger";"verka";1;0.007718772
"1100 - Kultur og kunst";"verkefelt";1;0.008218098
"10100 - Tros- og livssynsorganisasjoner";"verkeleggjera";2;0.01751573
"1300 - Rekreasjon og sosiale foreninger";"verkeleggjera";1;0.006315814
"13100 - Barne- og ungdomsorganisasjoner";"verkeleggjera";2;0.01669125
"3400 - Andre helsetjenester";"verkeleggjera";2;0.02597638
"4100 - Sosiale tjenester";"verkeleggjera";8;0.03786256
"4100 - Sosiale tjenester";"verkeleggjerast";1;0.01829106
"13100 - Barne- og ungdomsorganisasjoner";"verkemiddel";1;0.01249175
"3100 - Sykehus og rehabilitering";"verkemiddel";1;0.07070118
"5100 - Natur- og miljøvern";"verkemiddel";1;0.02744851
"7100 - Interesseorganisasjoner";"verkemiddel";3;0.01394886
"10100 - Tros- og livssynsorganisasjoner";"verkemidla";1;0.01513673
"1100 - Kultur og kunst";"verkemidla";1;0.007350491
"6100 - Lokalsamfunnsutvikling";"verkeområde";1;0.01600593
"1100 - Kultur og kunst";"verker";1;0.008218098
"6100 - Lokalsamfunnsutvikling";"verket";3;0.02772309
"1100 - Kultur og kunst";"verknad";1;0.006791787
"3400 - Andre helsetjenester";"verknad";1;0.02074198
"7100 - Interesseorganisasjoner";"verknad";3;0.0148825
"4100 - Sosiale tjenester";"verknaden";1;0.01829106
"3400 - Andre helsetjenester";"verknader";1;0.01944075
"4100 - Sosiale tjenester";"verknader";1;0.01416819
"5100 - Natur- og miljøvern";"verknader";1;0.02744851
"7100 - Interesseorganisasjoner";"verknader";20;0.0360158
"10100 - Tros- og livssynsorganisasjoner";"verksemd";93;0.0470205
"1100 - Kultur og kunst";"verksemd";99;0.0235585
"1200 - Idrett";"verksemd";48;0.01448025
"1300 - Rekreasjon og sosiale foreninger";"verksemd";88;0.02332401
"13100 - Barne- og ungdomsorganisasjoner";"verksemd";17;0.01915715
"14100 - Mangfold og inkludering";"verksemd";7;0.02934204
"2100 - Grunn og videregående utdanning";"verksemd";7;0.07025469
"2200 - Høgskole og universitet";"verksemd";1;0.03392239
"2300 - Annen utdanning";"verksemd";2;0.02658638
"2400 - Forskning og utvikling";"verksemd";4;0.08227387
"3100 - Sykehus og rehabilitering";"verksemd";3;0.04554811
"3200 - Sykehjem";"verksemd";1;0.05622581
"3400 - Andre helsetjenester";"verksemd";18;0.03067838
"4100 - Sosiale tjenester";"verksemd";42;0.03415247
"4200 - Krisehjelp og støttearbeid";"verksemd";8;0.03424059
"4300 - Økonomisk og materiell støtte";"verksemd";6;0.03932782
"5100 - Natur- og miljøvern";"verksemd";12;0.03536653
"5200 - Dyrevern";"verksemd";2;0.0213184
"6100 - Lokalsamfunnsutvikling";"verksemd";9;0.01383442
"6300 - Arbeidsopplæring";"verksemd";1;0.1051889
"7100 - Interesseorganisasjoner";"verksemd";63;0.02377559
"7300 - Politiske organisasjoner";"verksemd";10;0.06471099
"8200 - Frivillighetssentraler";"verksemd";11;0.04933795
"9100 - Internasjonale aktiviteter";"verksemd";34;0.04183394
"10100 - Tros- og livssynsorganisasjoner";"verksemda";13;0.0298009
"1100 - Kultur og kunst";"verksemda";20;0.01794969
"1200 - Idrett";"verksemda";17;0.01460804
"1300 - Rekreasjon og sosiale foreninger";"verksemda";5;0.009424511
"2100 - Grunn og videregående utdanning";"verksemda";2;0.06365804
"2300 - Annen utdanning";"verksemda";1;0.0318681
"4100 - Sosiale tjenester";"verksemda";1;0.008933249
"4200 - Krisehjelp og støttearbeid";"verksemda";1;0.02052146
"5100 - Natur- og miljøvern";"verksemda";2;0.02447534
"6100 - Lokalsamfunnsutvikling";"verksemda";5;0.0174798
"6200 - Bolig- og lokalmiljø";"verksemda";1;0.04707756
"7100 - Interesseorganisasjoner";"verksemda";3;0.008794956
"8200 - Frivillighetssentraler";"verksemda";1;0.02521719
"9100 - Internasjonale aktiviteter";"verksemda";1;0.0121619
"1300 - Rekreasjon og sosiale foreninger";"verksemda si";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"verksemdene";1;0.007132076
"7100 - Interesseorganisasjoner";"verksemdene";2;0.01215151
"9100 - Internasjonale aktiviteter";"verksemdene";1;0.02057991
"10100 - Tros- og livssynsorganisasjoner";"verksemder";4;0.01725561
"1100 - Kultur og kunst";"verksemder";3;0.0072568
"1200 - Idrett";"verksemder";3;0.006405759
"12100 - Andre";"verksemder";1;0.05109771
"1300 - Rekreasjon og sosiale foreninger";"verksemder";2;0.00622202
"13100 - Barne- og ungdomsorganisasjoner";"verksemder";2;0.01162722
"2300 - Annen utdanning";"verksemder";1;0.03326586
"3400 - Andre helsetjenester";"verksemder";1;0.01279531
"4100 - Sosiale tjenester";"verksemder";1;0.009325068
"5100 - Natur- og miljøvern";"verksemder";1;0.01806577
"7100 - Interesseorganisasjoner";"verksemder";2;0.007496018
"8100 - Pengeutdelende stiftelser";"verksemder";1;0.0340926
"9100 - Internasjonale aktiviteter";"verksemder";5;0.02838761
"1300 - Rekreasjon og sosiale foreninger";"verksemdområde";1;0.008629849
"2200 - Høgskole og universitet";"verksmed";2;0.1665109
"10100 - Tros- og livssynsorganisasjoner";"verkstad";1;0.01238549
"1100 - Kultur og kunst";"verkstad";3;0.01041737
"1300 - Rekreasjon og sosiale foreninger";"verkstad";1;0.006315814
"3400 - Andre helsetjenester";"verkstad";1;0.01836807
"6100 - Lokalsamfunnsutvikling";"verkstad";1;0.01171405
"1100 - Kultur og kunst";"verkstaden";1;0.008218098
"1100 - Kultur og kunst";"verkstader";5;0.0151869
"1300 - Rekreasjon og sosiale foreninger";"verkstader";1;0.007132076
"4100 - Sosiale tjenester";"verkstader";2;0.02137797
"1200 - Idrett";"verkstadskveldar";1;0.007254321
"1100 - Kultur og kunst";"verkstedgruppe";1;0.008218098
"1100 - Kultur og kunst";"verkstedhus";1;0.008218098
"1100 - Kultur og kunst";"verkstedsutsalg";2;0.01162215
"1100 - Kultur og kunst";"verkty";1;0.008218098
"10100 - Tros- og livssynsorganisasjoner";"verktøy";1;0.0139862
"1300 - Rekreasjon og sosiale foreninger";"verktøy";1;0.007132076
"4100 - Sosiale tjenester";"verktøy";1;0.01511651
"1200 - Idrett";"verktøybruk";1;0.007254321
"10100 - Tros- og livssynsorganisasjoner";"vern";2;0.01220156
"1100 - Kultur og kunst";"vern";46;0.02841603
"11200 - Yrkessammenslutninger";"vern";1;0.05525861
"1200 - Idrett";"vern";5;0.008269799
"1300 - Rekreasjon og sosiale foreninger";"vern";53;0.03202981
"13100 - Barne- og ungdomsorganisasjoner";"vern";5;0.01838426
"4100 - Sosiale tjenester";"vern";1;0.009325068
"5100 - Natur- og miljøvern";"vern";17;0.07448707
"5200 - Dyrevern";"vern";9;0.0800231
"6100 - Lokalsamfunnsutvikling";"vern";7;0.02158953
"6200 - Bolig- og lokalmiljø";"vern";2;0.06949788
"7100 - Interesseorganisasjoner";"vern";15;0.02052869
"7300 - Politiske organisasjoner";"vern";4;0.07242068
"10100 - Tros- og livssynsorganisasjoner";"verna";6;0.0220527
"1100 - Kultur og kunst";"verna";81;0.03934711
"1200 - Idrett";"verna";5;0.008629403
"1300 - Rekreasjon og sosiale foreninger";"verna";38;0.02830049
"13100 - Barne- og ungdomsorganisasjoner";"verna";2;0.01213282
"14100 - Mangfold og inkludering";"verna";1;0.02047772
"2400 - Forskning og utvikling";"verna";1;0.07595778
"4100 - Sosiale tjenester";"verna";2;0.01376109
"5100 - Natur- og miljøvern";"verna";8;0.05331963
"5200 - Dyrevern";"verna";1;0.02783427
"6100 - Lokalsamfunnsutvikling";"verna";15;0.03297809
"7100 - Interesseorganisasjoner";"verna";22;0.02594255
"10100 - Tros- og livssynsorganisasjoner";"vernande";1;0.01692338
"1100 - Kultur og kunst";"vernar";2;0.009002476
"1200 - Idrett";"vernar";1;0.005619173
"1300 - Rekreasjon og sosiale foreninger";"vernar";2;0.009453526
"7100 - Interesseorganisasjoner";"vernar";2;0.0113892
"10100 - Tros- og livssynsorganisasjoner";"vernast";1;0.01238549
"1100 - Kultur og kunst";"vernast";4;0.01202894
"1200 - Idrett";"vernast";2;0.007508235
"13100 - Barne- og ungdomsorganisasjoner";"vernast";1;0.0118025
"6100 - Lokalsamfunnsutvikling";"vernast";1;0.01171405
"5100 - Natur- og miljøvern";"verneområder";2;0.0501139
"5100 - Natur- og miljøvern";"vernespørsmål";1;0.03543588
"1100 - Kultur og kunst";"vernet";1;0.008218098
"1100 - Kultur og kunst";"verneverdig";2;0.01039516
"1300 - Rekreasjon og sosiale foreninger";"verneverdig";1;0.007718772
"1100 - Kultur og kunst";"verneverdige";9;0.01909713
"1300 - Rekreasjon og sosiale foreninger";"verneverdige";1;0.006684652
"6100 - Lokalsamfunnsutvikling";"verneverdige";1;0.01239814
"7100 - Interesseorganisasjoner";"verneverdige";3;0.01394886
"1100 - Kultur og kunst";"verning";1;0.008218098
"1300 - Rekreasjon og sosiale foreninger";"veronika";1;0.008629849
"1200 - Idrett";"verrabotn";1;0.007254321
"1300 - Rekreasjon og sosiale foreninger";"verran";7;0.02283243
"1300 - Rekreasjon og sosiale foreninger";"verrans";1;0.008629849
"1200 - Idrett";"verrastranda";1;0.007254321
"10100 - Tros- og livssynsorganisasjoner";"versa";1;0.01513673
"1100 - Kultur og kunst";"versa";1;0.007350491
"10100 - Tros- og livssynsorganisasjoner";"vert";3;0.0214523
"1100 - Kultur og kunst";"vert";12;0.02083474
"1300 - Rekreasjon og sosiale foreninger";"vert";2;0.00893191
"13100 - Barne- og ungdomsorganisasjoner";"vert";1;0.0118025
"6100 - Lokalsamfunnsutvikling";"vert";4;0.0234281
"1100 - Kultur og kunst";"vert bode";2;0.01162215
"1200 - Idrett";"vert dissa";1;0.00599528
"4100 - Sosiale tjenester";"vert dissa";1;0.01511651
"7100 - Interesseorganisasjoner";"vert dissa";1;0.008592413
"1200 - Idrett";"vert rott";2;0.01025916
"1100 - Kultur og kunst";"vert skola";90;0.05705828
"1300 - Rekreasjon og sosiale foreninger";"vert skola";3;0.01093931
"13100 - Barne- og ungdomsorganisasjoner";"vert skola";28;0.06245295
"6100 - Lokalsamfunnsutvikling";"vert skola";2;0.01656617
"7100 - Interesseorganisasjoner";"vert skola";1;0.007609017
"1100 - Kultur og kunst";"vertshuset";1;0.008218098
"1100 - Kultur og kunst";"vertskap";1;0.008218098
"1100 - Kultur og kunst";"vertskapsorganisasjonar";2;0.01162215
"1100 - Kultur og kunst";"verve";2;0.009605038
"4100 - Sosiale tjenester";"verve";1;0.01511651
"6100 - Lokalsamfunnsutvikling";"verve";1;0.01322798
"6100 - Lokalsamfunnsutvikling";"verven";1;0.01600593
"1300 - Rekreasjon og sosiale foreninger";"verving";1;0.008629849
"1200 - Idrett";"vesen";1;0.007254321
"5200 - Dyrevern";"vesener";2;0.07399389
"1100 - Kultur og kunst";"vesentleg";2;0.007696362
"1200 - Idrett";"vesentleg";1;0.004803922
"1300 - Rekreasjon og sosiale foreninger";"vesentleg";1;0.005714818
"13100 - Barne- og ungdomsorganisasjoner";"vesentleg";1;0.0106794
"2300 - Annen utdanning";"vesentleg";1;0.04321004
"7100 - Interesseorganisasjoner";"vesentleg";1;0.006884963
"9100 - Internasjonale aktiviteter";"vesentleg";1;0.01649035
"1200 - Idrett";"vesentlege";1;0.006488462
"1300 - Rekreasjon og sosiale foreninger";"vesentlege";1;0.007718772
"1200 - Idrett";"vesfsn";1;0.007254321
"4300 - Økonomisk og materiell støtte";"vesker";2;0.07880987
"1200 - Idrett";"vesle";1;0.00599528
"1300 - Rekreasjon og sosiale foreninger";"vesle";2;0.01008628
"6100 - Lokalsamfunnsutvikling";"vesle";2;0.01870719
"1100 - Kultur og kunst";"veslefrikk";1;0.008218098
"10100 - Tros- og livssynsorganisasjoner";"vest";4;0.01653057
"1100 - Kultur og kunst";"vest";15;0.01554489
"1200 - Idrett";"vest";21;0.01623592
"1300 - Rekreasjon og sosiale foreninger";"vest";17;0.01737794
"13100 - Barne- og ungdomsorganisasjoner";"vest";12;0.02728406
"14100 - Mangfold og inkludering";"vest";5;0.04203763
"3400 - Andre helsetjenester";"vest";4;0.02451535
"4100 - Sosiale tjenester";"vest";6;0.0218819
"4200 - Krisehjelp og støttearbeid";"vest";1;0.02052146
"5100 - Natur- og miljøvern";"vest";4;0.03461336
"6100 - Lokalsamfunnsutvikling";"vest";7;0.02068238
"7100 - Interesseorganisasjoner";"vest";44;0.03368212
"7300 - Politiske organisasjoner";"vest";2;0.04905745
"9100 - Internasjonale aktiviteter";"vest";3;0.02106502
"1100 - Kultur og kunst";"vestavind";1;0.006791787
"1300 - Rekreasjon og sosiale foreninger";"vestavind";1;0.007132076
"3400 - Andre helsetjenester";"vestavind";1;0.02074198
"10100 - Tros- og livssynsorganisasjoner";"vestby";3;0.01853863
"1100 - Kultur og kunst";"vestby";6;0.01273142
"1200 - Idrett";"vestby";9;0.01376411
"1300 - Rekreasjon og sosiale foreninger";"vestby";5;0.01220445
"13100 - Barne- og ungdomsorganisasjoner";"vestby";1;0.01019948
"3400 - Andre helsetjenester";"vestby";1;0.01587331
"4100 - Sosiale tjenester";"vestby";2;0.01636002
"6100 - Lokalsamfunnsutvikling";"vestby";1;0.01012304
"1200 - Idrett";"vestbyen";2;0.01025916
"1100 - Kultur og kunst";"vestbygd";4;0.01470098
"1300 - Rekreasjon og sosiale foreninger";"vestbygd";1;0.007718772
"1100 - Kultur og kunst";"vestbygda";1;0.007350491
"1200 - Idrett";"vestbygda";1;0.006488462
"1300 - Rekreasjon og sosiale foreninger";"vestdykk";2;0.01220445
"6100 - Lokalsamfunnsutvikling";"vesterbygda";1;0.01600593
"1100 - Kultur og kunst";"vesterfjell";1;0.007350491
"1200 - Idrett";"vesterfjell";1;0.006488462
"1100 - Kultur og kunst";"vestergabet";2;0.01162215
"1300 - Rekreasjon og sosiale foreninger";"vesterhav";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"vesterlander";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"vesterlen";1;0.007718772
"13100 - Barne- og ungdomsorganisasjoner";"vesterlen";1;0.01442424
"1300 - Rekreasjon og sosiale foreninger";"vesteromd";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"vesterveg";1;0.008629849
"10100 - Tros- og livssynsorganisasjoner";"vesterålen";2;0.01386508
"1100 - Kultur og kunst";"vesterålen";5;0.01064576
"11200 - Yrkessammenslutninger";"vesterålen";1;0.06279239
"1200 - Idrett";"vesterålen";11;0.01393841
"1300 - Rekreasjon og sosiale foreninger";"vesterålen";10;0.01580969
"13100 - Barne- og ungdomsorganisasjoner";"vesterålen";1;0.009342608
"2400 - Forskning og utvikling";"vesterålen";1;0.08271677
"3400 - Andre helsetjenester";"vesterålen";1;0.01453978
"5100 - Natur- og miljøvern";"vesterålen";4;0.04105759
"7100 - Interesseorganisasjoner";"vesterålen";8;0.017036
"1300 - Rekreasjon og sosiale foreninger";"vesterålskommunene";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"vesterålsrockeran";1;0.008629849
"7100 - Interesseorganisasjoner";"vestfinnmark";1;0.01039687
"1300 - Rekreasjon og sosiale foreninger";"vestfjell";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"vestfjord";1;0.008629849
"10100 - Tros- og livssynsorganisasjoner";"vestfold";6;0.02113372
"1100 - Kultur og kunst";"vestfold";24;0.02052533
"1200 - Idrett";"vestfold";26;0.01885804
"1300 - Rekreasjon og sosiale foreninger";"vestfold";35;0.02602858
"13100 - Barne- og ungdomsorganisasjoner";"vestfold";11;0.02726826
"3400 - Andre helsetjenester";"vestfold";3;0.02216212
"4100 - Sosiale tjenester";"vestfold";8;0.02637528
"4200 - Krisehjelp og støttearbeid";"vestfold";1;0.02142155
"5100 - Natur- og miljøvern";"vestfold";1;0.01806577
"6200 - Bolig- og lokalmiljø";"vestfold";2;0.06949788
"7100 - Interesseorganisasjoner";"vestfold";65;0.04273388
"7300 - Politiske organisasjoner";"vestfold";1;0.03621034
"9100 - Internasjonale aktiviteter";"vestfold";2;0.0179539
"1300 - Rekreasjon og sosiale foreninger";"vestfolds";1;0.008629849
"10100 - Tros- og livssynsorganisasjoner";"vestfossen";1;0.01120692
"1100 - Kultur og kunst";"vestfossen";1;0.00544215
"1200 - Idrett";"vestfossen";1;0.004803922
"1300 - Rekreasjon og sosiale foreninger";"vestfossen";1;0.005714818
"4100 - Sosiale tjenester";"vestfossen";1;0.01211262
"6100 - Lokalsamfunnsutvikling";"vestfossen";1;0.01059937
"7100 - Interesseorganisasjoner";"vestfossen";1;0.006884963
"1200 - Idrett";"vestglimt";1;0.007254321
"1200 - Idrett";"vestheim";1;0.007254321
"1200 - Idrett";"vestkant";1;0.007254321
"1200 - Idrett";"vestkanten";1;0.007254321
"1200 - Idrett";"vestkantsvømmerne";1;0.007254321
"1200 - Idrett";"vestkysten";2;0.01025916
"1100 - Kultur og kunst";"vestlandet";5;0.01344877
"1300 - Rekreasjon og sosiale foreninger";"vestlandet";1;0.006315814
"13100 - Barne- og ungdomsorganisasjoner";"vestlandet";1;0.0118025
"7100 - Interesseorganisasjoner";"vestlandet";5;0.01701428
"9100 - Internasjonale aktiviteter";"vestlandet";1;0.01822455
"10100 - Tros- og livssynsorganisasjoner";"vestlandets";1;0.0139862
"1200 - Idrett";"vestlandets";1;0.00599528
"1300 - Rekreasjon og sosiale foreninger";"vestlandets";1;0.007132076
"13100 - Barne- og ungdomsorganisasjoner";"vestlandsfylkene";1;0.01612679
"1100 - Kultur og kunst";"vestlandske";2;0.01162215
"1100 - Kultur og kunst";"vestlandskysten";1;0.008218098
"1100 - Kultur og kunst";"vestli";1;0.006791787
"1200 - Idrett";"vestli";1;0.00599528
"6100 - Lokalsamfunnsutvikling";"vestli";1;0.01322798
"6100 - Lokalsamfunnsutvikling";"vestlia";1;0.01600593
"1200 - Idrett";"vestlofoten";1;0.007254321
"1200 - Idrett";"vestmar";1;0.007254321
"1100 - Kultur og kunst";"vestmarka";1;0.006365712
"1200 - Idrett";"vestmarka";1;0.005619173
"1300 - Rekreasjon og sosiale foreninger";"vestmarka";2;0.009453526
"6100 - Lokalsamfunnsutvikling";"vestmarka";1;0.01239814
"10100 - Tros- og livssynsorganisasjoner";"vestnes";1;0.01176154
"1100 - Kultur og kunst";"vestnes";4;0.01142295
"1200 - Idrett";"vestnes";6;0.0123495
"1300 - Rekreasjon og sosiale foreninger";"vestnes";4;0.01199527
"4100 - Sosiale tjenester";"vestnes";1;0.01271205
"7100 - Interesseorganisasjoner";"vestnes";3;0.01251526
"1100 - Kultur og kunst";"vestnorsk";3;0.01423416
"1100 - Kultur og kunst";"vestoppland";4;0.01202894
"1200 - Idrett";"vestoppland";1;0.005309124
"1300 - Rekreasjon og sosiale foreninger";"vestoppland";2;0.00893191
"13100 - Barne- og ungdomsorganisasjoner";"vestoppland";2;0.01669125
"7100 - Interesseorganisasjoner";"vestoppland";2;0.01076077
"1200 - Idrett";"vestopplandenes";1;0.007254321
"6100 - Lokalsamfunnsutvikling";"vestrand";1;0.01600593
"10100 - Tros- og livssynsorganisasjoner";"vestre";1;0.009002976
"1100 - Kultur og kunst";"vestre";15;0.0169323
"1200 - Idrett";"vestre";21;0.01768501
"1300 - Rekreasjon og sosiale foreninger";"vestre";12;0.0159035
"13100 - Barne- og ungdomsorganisasjoner";"vestre";5;0.01918367
"3400 - Andre helsetjenester";"vestre";2;0.01888215
"4100 - Sosiale tjenester";"vestre";8;0.02752218
"4200 - Krisehjelp og støttearbeid";"vestre";1;0.02235304
"6100 - Lokalsamfunnsutvikling";"vestre";6;0.02085718
"7100 - Interesseorganisasjoner";"vestre";7;0.01463357
"7300 - Politiske organisasjoner";"vestre";1;0.03778491
"8200 - Frivillighetssentraler";"vestre";2;0.03884544
"1100 - Kultur og kunst";"vestrefjord";1;0.006791787
"1200 - Idrett";"vestrefjord";1;0.00599528
"1300 - Rekreasjon og sosiale foreninger";"vestrefjord";1;0.007132076
"6100 - Lokalsamfunnsutvikling";"vestresand";1;0.01600593
"1200 - Idrett";"vestri";5;0.01450864
"1300 - Rekreasjon og sosiale foreninger";"vestri";1;0.007718772
"1200 - Idrett";"vestringen";1;0.007254321
"1100 - Kultur og kunst";"vests";1;0.008218098
"1200 - Idrett";"vestsida";2;0.009176071
"1300 - Rekreasjon og sosiale foreninger";"vestsida";1;0.007718772
"1100 - Kultur og kunst";"vestsiden";1;0.006791787
"1200 - Idrett";"vestsiden";1;0.00599528
"1300 - Rekreasjon og sosiale foreninger";"vestsiden";1;0.007132076
"1100 - Kultur og kunst";"vestsidens";1;0.008218098
"1300 - Rekreasjon og sosiale foreninger";"vestsmøla";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"vestviken";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"vestvikens";1;0.008629849
"1100 - Kultur og kunst";"vestvågøy";6;0.01473239
"1200 - Idrett";"vestvågøy";5;0.01187156
"1300 - Rekreasjon og sosiale foreninger";"vestvågøy";2;0.00893191
"4100 - Sosiale tjenester";"vestvågøy";1;0.01338643
"7100 - Interesseorganisasjoner";"vestvågøy";2;0.01076077
"1300 - Rekreasjon og sosiale foreninger";"vestøl";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"vestølmarka";1;0.008629849
"1200 - Idrett";"veståsen";2;0.01025916
"1200 - Idrett";"veten";1;0.007254321
"6100 - Lokalsamfunnsutvikling";"veteplass";1;0.01600593
"1100 - Kultur og kunst";"veteran";2;0.009605038
"1200 - Idrett";"veteran";3;0.01038413
"1300 - Rekreasjon og sosiale foreninger";"veteran";6;0.01746995
"1200 - Idrett";"veteranane sine";1;0.006488462
"7100 - Interesseorganisasjoner";"veteranane sine";1;0.009299239
"1100 - Kultur og kunst";"veteranar";1;0.006365712
"1200 - Idrett";"veteranar";5;0.01256485
"1300 - Rekreasjon og sosiale foreninger";"veteranar";3;0.01157816
"7100 - Interesseorganisasjoner";"veteranar";4;0.01610675
"1100 - Kultur og kunst";"veteranbil";1;0.008218098
"1100 - Kultur og kunst";"veteranbilar";2;0.01039516
"1300 - Rekreasjon og sosiale foreninger";"veteranbilar";2;0.01091599
"1100 - Kultur og kunst";"veteranbilklubb";1;0.007350491
"1300 - Rekreasjon og sosiale foreninger";"veteranbilklubb";3;0.0133693
"1100 - Kultur og kunst";"veteranbuss";1;0.008218098
"1100 - Kultur og kunst";"veteranbussar";1;0.007350491
"1300 - Rekreasjon og sosiale foreninger";"veteranbussar";1;0.007718772
"7100 - Interesseorganisasjoner";"veteranbussgruppa";1;0.01039687
"1100 - Kultur og kunst";"veteranbussklubben";1;0.007350491
"1300 - Rekreasjon og sosiale foreninger";"veteranbussklubben";1;0.007718772
"1300 - Rekreasjon og sosiale foreninger";"veteranbusslag";1;0.008629849
"1100 - Kultur og kunst";"veteranbåt";1;0.008218098
"1300 - Rekreasjon og sosiale foreninger";"veteranbåten";1;0.008629849
